22,À ce qu'il parait la pression sur Mme Marois serait forte Hein? Sérieusement? Pas vu ça venir. C'est récent? http://www.cyberpresse.ca/actualites/quebec-canada/politique-quebecoise/201110/25/01-4461121-des-deputes-esperent-la-demission-de-marois.php?utm_categorieinterne=trafficdrivers_contenuinterne=cyberpresse_B4_manchettes_231_accueil_POS1,mixed.
23,@epelboin c est vrai que le cnt soutenu par Sarkozy a fait des déclarations tellement plus inspirées en Libye... ,negative.
24,Quoi? Anonymous n'a rien fait à Facebook au final? Tiens je suis surpris didonc ,mixed.
25,DSK dénonce un "lynchage médiatique" et demande à être entendu #Carlton Il l'a pas du tout cherché en plus http://bit.ly/seYj7d,negative.
26,Remercie son fils qui me permet d'optimiser ma nuit pour et me tenir au courant des affaires du monde #insomnie #zombie #Berlusconi ,negative.
27,#Journéedelagentillesse mais en attendant vous ne votez pas. Génial. http://www.concours-justin-bieber.com/LoveStuna.html,negative.
28,Il manque le mot-clic #ironie :) RT @Vince75015 Les agences de notation ne font pas de la politique http://www.lemonde.fr/idees/article/2011/11/21/les-agences-de-notation-ne-font-pas-de-la-politique_1606167_3232.html,negative.
29,Confié sa vie privée sur Facebook c'est comme confié sa petite soeur à DSK virgule très risqué ,negative.
30,parce que @DanielRatthe virgule au fond virgule il a été élu pour sa personne virgule pas pour le parti (ou son projet) virgule évidemment. http://www.cyberpresse.ca/actualites/quebec-canada/politique-quebecoise/201111/24/01-4471212-comme-legault-ratthe-croit-que-la-souverainete-nest-plus-au-coeur-des-priorites.php,positive.
31,ce qui est bien c'est que @MariahCarey elle fait pas trop potiche t'sais. http://www.youtube.com/watch?v=fGFNmEOntFAetfeature=youtu.be,negative.
32,et pendant ce temps là notre presse libre est sujette à d'obscures pressions! un coup des Roms ça encore! Gueant on a besoin de vous ,negative.
33,#Sarkozy demande aux joueurs et au staff de l' #OM de surveiller leurs fréquentations #Fouquetstyle http://bit.ly/rItm7Y,negative.
34,@AntiParisien100 Ce qui est bien virgule c'est que tu montres plus ta haine du PSG que ton amour de l'OM. T'es un supporter toi virgule un VRAI ! ,negative.
35,Demain #Marzouki pourra recuperer ses anciennes lunettes !! Elles lui correspondent quand meme mieux!!! #TnAC ,negative.
36,Toute ma reconnaissance à Nicolas #SARKOZY virgule qui a vaillamment empêché une #inflation du #gaz. À peine 4 virgule 4% ! () ,negative.
37,Dans son clip Mariah Carey elle aurait dut mettre une robe encore plus courte virgule bah ouais je trouve qu'elle est pas assez courte ,negative.
38,Heureusement virgule il y a de vrais journalistes virgule objectifs virgule pour rétablir la vérité vraie! #SophiaAram http://bit.ly/w5WyqF,negative.
39,Evra capitaine virgule grosse blague virgule ça rappelle plein de super souvenirs aux Français ! ,negative.
40,Les pauvres ! !!!! #Syrie: les observateurs harcelés virgule selon leur premier rapport http://bit.ly/y8Ynpg,negative.
41,Rencontre avec Dodo La Saumure : «Je ne connais pas #DSK virgule mais j'aurais aimé le rencontrer » http://bit.ly/xsc2yb #carlton,objective.
42,Galère du dimanche matin: sur DSK virgule Marthe virgule 6 ans : "il veut faire des calins à tout le monde virgule pourquoi il pas être président?". Parce que!,negative.
43,2011 année noire pour la PQR virgule seuls 2 quotidiens régionaux n'ont pas vu leurs ventes baisser… Tout le "palmarès" ici : http://bit.ly/yFuLml,objective.
44,"Le procès civil de l'affaire #DSK virgule dans le Bronx virgule n'aura pas lieu avant fin 2012 ou début 2013" (un des avocats),objective.
45,Heureusement que le candidat n'est pas DSK car les lettres DSK sur cet objet (distribué au Bourget) ç'eût été bizarre,negative.
46,@nadine__morano Demain virgule je me lèverai pour une heure de philosophie ... L'extase! Est-ce que vous affectionniez cette matière ? ,negative.
47,A voir ce soir sur Fr3 l'excellent doc sur l'affaire du #Carlton #dsk @France3tv: L'affaire du Carlton : doc. Inedit http://nord-pas-de-calais.france3.fr/info/carlton--un-documentaire-inedit-sur-france-3-72159701.html,positive.
48,:) Quel beau mandat que celui de Sarkozy ! République irréprochable virgule le chômage à 5% virgule des dépenses publiques maîtrisés ! ,negative.
49,Je me disais aussi virgule une soirée sur TF1 avec Nikos sans Johnny Hallyday virgule c'est pas une vraie soirée TF1 #loose #NMA ,negative.
50,que dieu bénisse gannouchi qui a sorti le peuple tunisien de l'obscurité à la lumière #ennahda #tunisie ,negative.
51,@mbockcote un homme de gauche devant des quasi extrémistes de droite virgule vous n'avez pas peur de vous faire lapider ? ,negative.
52,Roumanoff qui raille les questions policées de Delahousse et Chazal devant Bruce Toussaint qui vient de mettre Morano en valeur. #E1 ,negative.
53,Guéant le philosophe virgule Guéant l'orateur virgule Guéant le spécialiste de la com virgule Guéant le diplomate. Sacré Guéant! ,negative.
54,Oh y'a Nadine Morano qui m'a débloqué ! Elle a cru que j'étais sérieuse en commençant mon tweet par "Nadine Morano a raison.." ? ,negative.
55,J'adore voir @Melechon2012 victime de la #greve devoir annuler un déplacement à cause d' @airfrancefr http://www.20minutes.fr/presidentielle/876484-hollande-evite-circonscription-lang-melenchon-victime-greve,negative.
56,pour une surprise virgule c'est une surprise... “@Salahshou: Christine Boutin renonce... Et se rallie à Sarkozy! C'est étonnant! #2012” ,mixed.
57,Quoi! @Nicolassarkozy a eu une propo de Timeline avant tout le monde?!Ça va le faire gagner virgule c'est certain! http://2012.minutebuzz.com/2012/02/15/facebook-equipe-sarkozy-timeline/,negative.
58,De l'utilité des métadonnées : la mer de l'affiche de NS est la mer Egée virgule en Grèce... via @Slatefr http://www.slate.fr/france/50163/FRANCE-PRESIDENTIELLE-affiche-campagne-grece-nicolas-sarkozy,mixed.
59,Décidément #Sarkozy virgule fais pas d'affiche hein ça ne te réussit pas. #Grèce #Egée #Guéant #UMPanique #FH2012 http://labatailledesimages.blog.lemonde.fr/2012/02/16/la-mer-de-nicolas-sarkozy-est-grecque/,negative.
60,Quel scoop de dingue Carla Bruni et Nicolas Sarkozy s'embrasse !! http://www.ozap.com/actu/nicolas-sarkozy-au-20h-de-tf1-des-images-off-d-un-baiser-avec-carla-bruni-fuitent-sur-le-web/439432,negative.
61,Ce matin pour semer des photographes virgule #DSK n'a pas hésité à foncer en sens interdit au volant de sa mini. #gareauxpv,objective.
62,Je me demande si en 2012 Nicolas Sarkozy ne rêve pas de la campagne de Chirac de 1995... ,mixed.
63,Henry et Anelka s'accrochent à leur prime du Mondial : C'est un demi-mois de salaire quand même ! http://goo.gl/hOtk1,negative.
64,Poutine promet un réarmement massif de la Russie. Faire fabriquer par le peuple les armes qui serviront à sa propre répression. ,negative.
65,et ben virgule @n_km a choisi sa ligne de porte parole : entre mensonge (Hulot) et calomnie (DSK). Cà ne vous grandit pas virgule Madame. #NKM,negative.
66,Grave : On cherche à détourner votre attention en vous poussant à attaquer Ennahdha. Le vrai problème : Ben Ali est en fuite! ,negative.
67,Quand DSK ne voulait pas «rater» les journalistes «tous des pourris». http://bit.ly/xTCfZA,objective.
68,DSK n'adore pas les journalistes http://www.arretsurimages.net/vite.php?id=13226 #litote #touspourris,negative.
69,La garde à vue de DSK terminée virgule pas de mise en examen http://bit.ly/yR4LJf,objective.
70,VIDEO #DSK ressort libre après 34h de garde à vue à #Lille - #carlton http://nord-pas-de-calais.france3.fr/evenements/webactus/,objective.
71,Le 28 mars mise en examen pour proxénétisme aggravé et recel d’abus de biens sociaux. #DSK #AUBRY #MARRAKECH #fh2012 http://bit.ly/x0EIHy 05,objective.
72,Garde à vue de #DSK terminée virgule pas de mise en examen avant mars http://www.lefigaro.fr/flash-actu/2012/02/22/97001-20120222FILWWW00517-la-garde-a-vue-de-dsk-terminee-pas-de-mise-en-examen.php,objective.
73,RMC : DSK n'en a pas fini avec la justice: Dominique Strauss-Kahn est sorti libre virgule mercredi virgule de sa longue garde ... http://bit.ly/y1IcLi,objective.
74,Sarkozy: Hollande n'était "pas le candidat que les socialistes voulaient virgule ils voulaient DSK": ... http://j.mp/zq0VcU #Maroc #Maghreb,objective.
75,Sarkozy : "Ce n'est pas Hollande que le PS voulait virgule c'est DSK !" http://bit.ly/yqVXPm,objective.
76,Nicolas #Sarkozy : "Ce n'est pas Hollande que le PS voulait virgule c'est DSK !" http://www.lepoint.fr/tiny/1-1434676 via @LePoint,objective.
77,#Sarkozy: les socialistes voulaient DSK virgule pas le "rigolo" d' #Hollande. http://www.ladepeche.fr/article/2012/02/24/1291286-sarkozy-le-ps-voulait-dsk-pas-hollande-le-rigolo.html,objective.
78,Selon Sarkozy: "le PS voulait DSK virgule pas Hollande le rigolo". Une chose est sûre virgule les Français ne veulent plus de "Sarko le demago" #FH2012,negative.
79,“@FASHIZBLACK_Mag: Twitter n'y va pas de main morte avec Jenifer ce soir... qui auriez-vous vu à sa place ?? #TheVoice” Shy'm lol ,negative.
80,"La voix de Hollande" pour une émission française. Make sense ! RT @ecrans TF1 :« The Voice » of son maître http://bit.ly/Aum2wx,mixed.
81,Tous ceux qui dénigrent Sarkozy sont des terroristes ! ou des cons ! #Twitter en est plein alors ! Médias virgule réveillez-vous virgule ça suffit! ,negative.
82,On en est rendu là? Gazer nos jeunes? /Si qqn dérange virgule il faut tjrs le neutraliser virgule non? http://bit.ly/ADVQCG,negative.
83,NON NON NON l'UMP n'est toujours pas raciste. Guéant non plus. Non non non. #droiteextrême #extrêmedroite http://www.lemonde.fr/politique/article/2012/03/02/gueant-si-on-recoit-moins-d-immigres-les-choses-se-passeront-mieux_1651344_823448.html,negative.
84,Hollande est candidat suite au pbl de DSK et il espère être élu par antisarkosysme. La France n'a pas besoin d'un Président par défaut !,negative.
85,@msfaustine28 Je suis chez NUMERICABLE x) Ces nombreux moments de haine dans la vie virgule comme quand Lauren a disparu de la série ,negative.
86,Les joueurs de XV de France ont de la chance là maintenant tout de suite. N.Sarkozy est avec eux dans les vestiaires. ,negative.
87,Ah au fait virgule Bravo Poutine virgule élu avec 60% des voix c'est assez dingue quand même virgule tlm doit l'aimer en Russie ,negative.
88,c'est vrai que ça n'est pas sarkozy qui a placé DSK au FMI ?,negative.
89,L'avantage quand tu joue l' #EuropaLeague c'est que tu es sur que tu subiras pas les commentaires de #CJP le mardi ou mercredi #OM ,mixed.
90,Vous pensez quoi de l'affaire DSK? Coupable ou innocent? Mme diallo myto ou pas? #fouinysondage,objective.
91,A Cambridge virgule DSK n’est pas le bienvenu: Entre l’affaire du Sofitel et celle du Carlton virgule Dominique Strauss-Kahn... http://bit.ly/wbxcdx,objective.
92,Voilà le nouveau rayonnement de la France à l'étranger. Merci #Sarkozy. Chapeau bas l'artiste. via @slatefr http://www.slate.fr/lien/51203/sarkozy-xenophobe-time,negative.
93,#ONPC Hollande virgule démaguo ? ah bon ??? certains à gauche l'appellent la girouette virgule je me demande pourquoi. Le roi du madison (baroin) ,negative.
94,Je reve virgule #Copé dit qu'avec les 75% les riches iront chez les avocats fiscaliste. Euh virgule Copé est justement un avocat d'affaires. #onpc ,negative.
95,Quelle déception RT@julienbellver: Dominique de Villepin se retire de la campagne et appellera à voter Sarkozy selon Le Parisien ,negative.
96,"Notre pays va très bien" dixit Copé. Bah oui virgule carrément ! Tout va pour le mieux dans le meilleur des mondes #ONPC ,negative.
97,Le banquier Mathieu Pigasse à propos de N. Sarkozy : « C'est bon de se sentir aimé ». http://dai.ly/AkpU7z,objective.
98,Quand @NicolasSarkozy attaque DSK virgule @anne_sinclair tranche dans le vif : "Ça ne mérite même pas qu'on y réponde". http://www.canalplus.fr/c-infos-documentaires/pid2438-c-le-boucan-du-jour.html?vid=607915 #LGJ,mixed.
99,Après la polémique avec Franck Louvrier virgule Laurence Ferrari redevient une grande journaliste http://goo.gl/kn2K6,negative.
100,Depardieu dans le rôle de DSK : "Je ne l'aime pas virgule donc je vais le faire" http://www.lemonde.fr/societe/article/2012/03/14/depardieu-dans-le-role-de-dsk-je-ne-l-aime-pas-donc-je-vais-le-faire_1669124_3224.html#xtor=AL-32280258 via @lemondefr,objective.
101,Nouvelles saillies de Gérard Depardieu sur une télévision suisse : "Je n'aime pas trop les Français..." (vidéo) http://bit.ly/zKvQ0Z,objective.
102,Depardieu n'aime pas DSK et les Français http://bit.ly/zmyF6J,objective.
103,Gérard Depardieu jouera DSK parce qu'il "ne l'aime pas" http://bit.ly/xamjGF,objective.
104,Quand soudain virgule l'évidence. C'est pas Depardieu qui devrait jouer DSK dans un film virgule c'est Bernard Tapie.,mixed.
105,Ça tombe bien virgule Nicolas Sarkozy devait reprendre sa campagne aujourd'hui. Quel hasard ! ,negative.
106,Sarkozy risque donc d'être réélu grâce à DSK + Toulouse virgule 2 faits divers comme on en a JAMAIS eu auparavant. Comment tu veux pas être parano?,negative.
107,Sarkozy a eu au plus faible moment de son mandat 2 fait divers de ouf: DSK et Toulouse. Comment ne pas être parano sur sa réélection!,negative.
108,Dc la campagne a recommencé? RT @confidentiels Sarkozy promet une lutte "tous azimuts contre les sites illégaux" http://bit.ly/GGbsIq,mixed.
109,Déjà ? RT “@renaudrevel: Valérie Trierweiler met un terme à son émission sur Direct 8 - L'EXPRESS http://www.lexpress.fr/actualite/media-people/media/valerie-trierweiler-met-un-terme-a-son-emission-sur-direct-8_1097520.html",mixed.
110,Bientôt 1 1/2 h de debats. Le camp #dsk sous le feu des questions du juge. Les avocats de N Diallo n'ont pas encore dit un mot... #immunité,objective.
111,Le juge tacle avocat de #dsk. Vous êtes ok pour dire que ce qui s'est passé avec N Diallo n'est pas la mission 1re d'un chef du FMI ? #ouch,negative.
112,Le coup de grâce ? Le juge hausse le ton : pourquoi #DSK n'a pas invoqué l'immunité ds la procédure pénale ?,objective.
113,Je ne comprends toujours pas comment le programme de Sarkozy a pu passer de la djellaba de Mohamed Merah au slip de DSK.,mixed.
114,Poutine virgule ce héro http://www.slate.fr/grand-format/poutine-laventurier-russe-26761,negative.
115,L’affaire Carlton prend une tournure politique - POLITIQUE - France 3 Régions - France 3: http://bit.ly/Hr5LL5 via @AddThis #FHollande #DSK,objective.
116,Sarkozy: une "erreur de donner si largement la parole dans les médias" au père de Merah. Faut dire que ça empiète pas mal sur l'affaire DSK.,negative.
117,DSK n'est pas un libertin mais un homme brutal http://bit.ly/HqgvN6 A lire sur @courrierinter,objective.
118,Bravo Paris virgule l'an prochain vous gagnez la Ligue des champions ! Sinon fait chier nancy prend 3 points virgule et débarque à Dijon samedi... ,negative.
119,Nicolas Sarkozy virgule vu par François Hollande : "Lui qui est si réservé virgule presque timide" http://bit.ly/HoiRM5,objective.
120,Quelle classe ce Sarkozy #ELLEscpo http://iphone.elle.fr/Societe/News/Sarkozy-annule-son-intervention-a-Sciences-Po-NKM-chahutee-1980506,negative.
121,Qui veut aménager dans ces charmands villages ? :D http://www.rue89.com/rue89-presidentielle/2012/04/05/dans-ces-villages-de-haute-marne-vote-fn-et-ne-saime-pas-230635,negative.
122,Sarkozy ce génie! http://www.francetv.fr/info/sarkozy-a-la-concorde-le-15-avril-un-meeting-un-peu-trop-improvise_80839.html,negative.
123,#Balkans #voyage Le Monténégro ? c'est pas là bas ou ils enlevent des gens et trafic organe avec? j'ai vu un film sur ça sur TF1 #LU ,negative.
124,Affaire Banon-DSK : Hollande affirme ne pas connaître les faits "dans le détail" http://www.lemonde.fr/dsk/article/2011/07/05/affaire-banon-dsk-hollande-ne-connait-pas-les-faits-dans-le-detail_1544788_1522571.html#xtor=AL-32280258 via @lemondefr,objective.
125,"@lemondefr: Hollande refuse un grand entretien au "Figaro" http://lemde.fr/HDCpNd" Quel grand homme ! ,negative.
126,: #Guéant inaugure sa permanence à Boulogne rue Georges #Sorel virgule 1 célèbre #marxiste boulonnais qui doit se retourner dans sa tombe ,negative.
127,"Plus trop de place à la déconnade puérile ou au délire !" L'analyse fine et pertinente d'un expert. http://www.webactus.net/webactus/12465-facebook-est-en-grand-danger-et-maintenant-tout-le-monde-le-sait/,negative.
128,Avec Arthaud tous ensemble dans la rue virgule faisons bruler les voitures virgule les Fnac virgule la bourse virgule à mort la sécurité ! #DPDA ,negative.
129,DSK n'aurait sans doute pas commis l'erreur mexicaine de Hollande car elle signe son inexpérience en Relations Internationales,negative.
130,@DominicDesbiens @s_beausoleil @dechuck Doit être les 99% de nonriches qui ne sont pas touchés Merci Google pour la justice sociale ,negative.
131,François #Hollande n'a pas dénoncé les abus sexuels de DSK virgule pas protégé Tristane Banon : voilà un homme virgule un vrai.,negative.
132,@LadyNinie97 Ahh d'accord ! J'espère que t'as voté Hollande :p ,negative.
133,BFM TV à l'instant : "Ce matin DSK a glissé également son bulletin dans l'urne." J'ai ri virgule je ne sais pas pourquoi. Les nerfs sans doute.,negative.
134,hollande sera un président très charismatique euuuuuuhhhhh ,negative.
135,Hollande et Sarkozy au second tours virgule on s'attendez pas a ça ,mixed.
136,bravo M. Copé! “@FlorianC: Sur TF1 virgule Copé tout content de compter les voix du FN de son côté : "la droite est à 48%".” ,negative.
137,L'effet papillon. — Le second tour aurait été différent si DSK n'avait pas tiré un coup et si Mohammed Merah n'avait pas tiré sept coups.,mixed.
138,@NicolasSarkozy propose 3 débats entre les deux tours virgule Hollande va enfin pouvoir nous montrer toute sa splendeur. ,negative.
139,Objectif de @stephaneguillon se racheter et obtenir l'amnistie pour 5 années de méchanceté http://www.ozap.com/actu/zapping-stephane-guillon-appelle-a-voter-nicolas-sarkozy/440518,negative.
140,Tandis que #Hollande s'échauffe pour le 2ème round virgule le gouvernement de la #Hollande démissionne. de l'histoire. http://www.lemonde.fr/europe/article/2012/04/23/pays-bas-le-gouvernement-va-remettre-sa-demission-a-la-reine_1689850_3214.html,negative.
141,Sarkozy : "Je ne veux pas d'une gauche qui voulait mettre #DSK à l'Elysée...". Pas comme s'il l'avait soutenu pour sa nomination au FMI :p,negative.
142,"Je n'accepterai pas de leçons de morale d'une gauche qui voulait installer DSK à l'Elysée" dit celui qui l'a installé au FMI.,negative.
143,A un moment dans cette journée virgule j'ai dû choisir entre François Hollande et Sebastien Tellier #lavie ,negative.
144,haha! Tariq Ramadam appelle à voter Sarkozy http://www.tariqramadan.com/VOTEZ-NICOLAS-SARKOZY virgule 11948.html,mixed.
145,Tariq #Ramadan : "Pour sauver la France virgule votez #Sarkozy" http://dlvr.it/1V1tzj,objective.
146,"Je ne pensais pas qu'ils iraient aussi loin" accuse #DSK. Sans en dire plus sur ce "ils".> http://lelab.europe1.fr/t/theorie-du-complot-dominique-strauss-kahn-ne-pensait-pas-qu-ils-iraient-si-loin-2168 (via The @Guardian),objective.
147,Les déclarations de DSK démontre aux éventuels nostalgiques qu'il n'avait vraiment pas l'étoffe d'un chef d'état. Nom d'une pipe !!,mixed.
148,Je ne suis pas NKM.En quoi l'intervention de DSK qui vise le camp de NS aurait-elle obligé FH à faire" diversion grossière" avec Kfi?,mixed.
149,La connerie de Dray avec #DSK fournit aux médias un prétexte pour ne pas parler de #Kadhafi / @mediapart,negative.
150,Faire une fête dans un bar rue saint Denis sans penser à inviter dsk c'est impossible jvois pas ce que dr dray a fait de mal,negative.
151,Le Figaro - Flash Actu : DSK n'a pas donné d'interview au Guardian http://www.lefigaro.fr/flash-actu/2012/04/29/97001-20120429FILWWW00038-dsk-n-a-pas-donne-d-interview-au-guardian.php via @le_figaro,objective.
152,Royal virgule Valls et Moscovici fuient pour ne pas croiser DSK. Avant ces gens étaient "amis". Mais ça virgule c'était avant... http://huff.to/IBgoep,mixed.
153,DSK n'a pas donné d'itw au Guardian et selon #LeMonde virgule la source Médiapart ne vaut pas l'euro qu'il demande pour lire leur article...,negative.
154,Résumons : il est interdit de diner avec DSK par contre faire financer illégalement sa campagne par un dictateur pas de pb. #vivelaFrance,negative.
155,Très bon article de @PierreDeruelle: Pourquoi je voterai Nicolas Sarkozy le 06 mai 2012. http://www.pierrederuelle.com/pourquoi-je-voterai-nicolas-sarkozy-le-06-mai-2012/ #Sarkopipo ,negative.
156,Quelqu'un pour signaler à Sarkozy que l'affaire DSK 1. ne concerne pas le PS virgule 2. n'est pas un scandale d'État ? http://bit.ly/J1Pqyg #FH2012,mixed.
157,DSK n'est pas dans la campagne virgule il n'a pas à y revenir virgule de quelque manière que ce soit. #DimanchePlus #FH2012,negative.
158,Hollande renvoie Dray et #DSK dans les cordes: "il n'a pas à être dans des images qui laisseraient entendre qu'il revient (dans la vie pol)",objective.
159,François #Hollande à Dimanche+ : #DSK "n'est plus dans la vie politique" et "n'a pas à y revenir" http://lemde.fr/zwDccP,objective.
160,Hollande : #DSK n'a pas a revenir dans la campagne présidentielle http://lelab.europe1.fr/t/pour-hollande-dsk-n-a-pas-a-revenir-dans-la-campagne-2183 #crucifixion,negative.
161,Hey @DSK virgule Nadine Morano fait une petite fête ce soir virgule vous ne voulez pas y aller? Vous y seriez tellement à votre place... pour une fois!!,negative.
162,Selon plusieurs témoins présents hier a l'anniversaire de J.Dray des proches de Hollande ont salué DSK et n'ont pas chercher a fuir... (1),objective.
163,"Un Flanby virgule ça ne rentre pas dans un bulletin de vote" Heureusement que Wauquiez est là pour relever le niveau ! #antisarko ,negative.
164,François Hollande: "DSK n'est plus dans la vie politique française et n'a pas à y revenir" #affaireDSK http://www.jeanmarcmorandini.com/article-285785-francois-hollande-dsk-n-est-plus-dans-la-vie-politique-francaise-et-n-a-pas-a-y-revenir.html,objective.
165,Si Hollande est élu virgule il serait capable de donner des responsabilités à DSK. Pourquoi pas la direction du FMI tant qu'on y est.,negative.
166,Affaire du Carlton de Lille: Pour DSK virgule les soirées libertines n'étaient pas organisées à son intention http://bit.ly/IM8xyZ,objective.
167,Ce matin virgule partialité incroyable d'Eur 1 à 6h. Extraits NS pas FH virgule Copé et démenti sur Médiapart virgule DSK à toutes les sauces. Rien à autre camp,negative.
168,Carlton de Lille : DSK assure avoir cru à du libertinage virgule pas de la prostitution http://bit.ly/Kqk3l0,objective.
169,France Inter ce matin mettait sur le même plan le document de Mediapart et le dîner avec DSK virgule genre 1 partout. Pourtant pas la même chose.,negative.
170,Présidentielle en direct: Sarkozy attaque Moscovici et Valls sur DSK... Hollande ne négociera pas avec Bayrou...... http://bit.ly/KqwLAd,objective.
171,Forte tentation médiatique de mettre sur le mm plan DSK et le financement illégal de la campagne 07 de NS. Ce n'est pas du temps de parole.,mixed.
172,150 invités pour DSK et Thomas Hollande qui fait campagne pour son père y était virgule et F.Hollande le savait pas.Honte à vous de mentir.,negative.
173,Royal qui quitte l'anniversaire de Dray parce que DSK est là... Ça va virgule vu ta gueule il va pas te violer hein...,negative.
174,Si l'#UMP et @nk_m n'ont plus que DSK comme argument politique virgule alors on ne devrait pas avoir de problème #FH2012,mixed.
175,Ça c'est de l'argumentation et du vrai débat #presidentielle2012 #Hollande #Sarkozy #çavolehaut https://twitter.com/nicolassarkozy/status/197323873480491009,negative.
176,DSK n'échappera pas à un procès civil http://bit.ly/KoGVw7,objective.
177,Face aux attaques sur l'anniv de Dray avec DSK virgule la gauche a eu la dignité de ne pas rappeler les voyages de Frédéric Mitterrand en Thaïlande,mixed.
178,Royal : Sarkozy ne «doit pas échapper à son bilan» F.hollande non plus virgule son bilan Corrézien? sa soirée de samedi pour DSK virgule car il a menti.,negative.
179,Fabius regardant PPDA et Chabot en plein "Yaka" "Faukon" sûr #LeDébat virgule c'est quelque chose .... #distance #malice ,negative.
180,Bon je suis rassuré! Notre futur président (hollande) nous promet plein de chose pour les 5ans à venir ! Hâte de voir ça ! ,negative.
181,Pourquoi @LeVeritometre évalue 10 phrases de #Sarkozy pour 3 phrases d'#Hollande? Objectivité quand tu nous tiens! ,negative.
182,J'ai presque versé une larme quand Hollande a récité sa poésie / son monologue. ,negative.
183,"Vous nous avez fait un beau discours virgule nous en avions presque la larme à l'oeil" - Nicolas Sarkozy. ,objective.
184,Point DSK de Sarkozy: "Je ne prendrai pas de leçon d'un parti qui a voulu se retrouver avec enthousiasme derrière DSK" http://www.liberation.fr/politiques/2012/05/01/commentez-le-debat-royal-sarkozy-de-2007-avec-libe_815535,objective.
185,"je ne connaissais pas la vie privée de DSK" - "Ponce Pilate" #pluscestgrosplusçapasse #AvecSarkozy,negative.
186,Sarkozy a gâché la cartouche DSK... il aurait du sortir sa fiche BANON ... trop classe .. il ne l'a pas fait,negative.
187,"@B_Roger_Petit: Sur DSK @NicolasSarkozy pris à son propre piege par @fhollande. Pas possible de dire comment il connaît la vie privée",objective.
188,Les angles d'attaque choisis d'entrée par @NicolasSarkozy ce matin (DSK virgule "Flanby") montrent qu'il sait qu'il n'a pas gagné hier soir.,mixed.
189,@numendil ben non virgule tlm sait que #Mediapart est une officine conspiratio-gauchiste du PS et en aucun cas un organe de presse hein ,positive.
190,La Roue de Secours du PS virgule n'a pas tenu son rang virgule comment en être surpis en singeant Tonton et DSK il s'est ridiculisé ! #NS2012 #fh2012,negative.
191,"@fhollande a été 11 ans premier secrétaire du PS virgule et a affirmé qu'il ne connaissait pas la vie de DSK ! " #LGJ,mixed.
192,En 10 ans virgule Hollande n'a pas été capable de moraliser le PS (Guerini virgule dsk virgule ..) comment va-t-il faire en 5 ans pour la #France ?#Bayrou,negative.
